table,mod,status,key,changed_fields,vanilla_row,mod_row
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_dont_colonise_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED"", ""group"": ""wh3_combi_tms_generator_group_dont_colonise_additive"", ""priority"": -20, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_dwarf_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY"", ""time_horizon_6""]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY"", ""group"": ""wh3_combi_tms_generator_group_dwarf_specific_additive"", ""priority"": 2, ""variable_group"": ""time_horizon_6""}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": 1.60000002, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": -2, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": -1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_CHANGED,"[""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY"", null]",priority,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": -2, ""variable_group"": null}","{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": 0, ""variable_group"": null}"
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED"", ""group"": ""wh3_combi_tms_generator_group_forest_dweller_specific_additive"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_highelf_aislinn"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_highelf_aislinn"", ""priority"": 25, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_highelf_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY"", ""time_horizon_6""]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY"", ""group"": ""wh3_combi_tms_generator_group_highelf_specific_additive"", ""priority"": 2, ""variable_group"": ""time_horizon_6""}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_GDS_TASK_GENERATOR_HORDE_MOVE_TO_ATTACK_ENEMY_FORCES_WHEN_TRESPASS_WARNED"", null]",,"{""generator"": ""CAI_TMS_GDS_TASK_GENERATOR_HORDE_MOVE_TO_ATTACK_ENEMY_FORCES_WHEN_TRESPASS_WARNED"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 15, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_CHANGED,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL"", null]",priority,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 0.80000001, ""variable_group"": null}","{""generator"": ""CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}"
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 7, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 6, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_CHANGED,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION"", null]",priority,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 0, ""variable_group"": null}","{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 3, ""variable_group"": null}"
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 4, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 2, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 7, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 5, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 6, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 6, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 2, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS"", ""time_horizon_4""]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": -5, ""variable_group"": ""time_horizon_4""}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": -5, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 5, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS"", ""time_horizon_4""]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": -5, ""variable_group"": ""time_horizon_4""}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 4, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 4, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 5, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 10, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 10, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 10, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_horde"", ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_horde"", ""priority"": 10, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_khorne_specific_additive"", ""CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION"", ""group"": ""wh3_combi_tms_generator_group_khorne_specific_additive"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_kislev_specific_additive"", ""CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY"", ""gds_poi_interaction_rift_teleport""]",,"{""generator"": ""CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY"", ""group"": ""wh3_combi_tms_generator_group_kislev_specific_additive"", ""priority"": 8, ""variable_group"": ""gds_poi_interaction_rift_teleport""}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_CHANGED,"[""wh3_combi_tms_generator_group_minor_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", null]",priority,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", ""group"": ""wh3_combi_tms_generator_group_minor_additive"", ""priority"": -2, ""variable_group"": null}","{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", ""group"": ""wh3_combi_tms_generator_group_minor_additive"", ""priority"": 1, ""variable_group"": null}"
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_minor_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION"", ""group"": ""wh3_combi_tms_generator_group_minor_additive"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_CHANGED,"[""wh3_combi_tms_generator_group_minor_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", null]",priority,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_minor_additive"", ""priority"": -2, ""variable_group"": null}","{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_minor_additive"", ""priority"": 1, ""variable_group"": null}"
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_naval_aggressor_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_naval_aggressor_additive"", ""priority"": 4, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES"", ""group"": ""wh3_combi_tms_generator_group_norsca_specific_additive"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_norsca_specific_additive"", ""priority"": 3, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_specific_additive"", ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS"", ""group"": ""wh3_combi_tms_generator_group_norsca_specific_additive"", ""priority"": 5, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_specific_additive"", ""CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES"", ""group"": ""wh3_combi_tms_generator_group_norsca_specific_additive"", ""priority"": 2, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_specific_additive"", ""CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS"", null]",,"{""generator"": ""CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS"", ""group"": ""wh3_combi_tms_generator_group_norsca_specific_additive"", ""priority"": 1, ""variable_group"": null}",null
cai_task_management_system_task_generator_groups_generators_junctions_tables,deepwar,OVERRIDE_SAME_AS_VANILLA,"[""wh3_combi_tms_generator_group_norsca_vassal_additive"", ""CAI_TMS_GDS_TASK_GENERATOR_ATTACK_DARK_FORTRESS"", null]",,"{""generator"": ""CAI_TMS_GDS_TASK_GENERATOR_ATTACK_DARK_FORTRESS"", ""group"": ""wh3_combi_tms_generator_group_norsca_vassal_additive"", ""priority"": -2, ""variable_group"": null}",null
